0,150.1276,46.8334
1,149.6991,37.8287
2,149.5649,34.5245
3,150.0598,44.7037
4,149.5218,31.6457
5,150.1953,39.0121
6,149.847,45.8722
7,149.5411,33.5019
8,149.6506,35.429
9,149.5837,43.1445
10,149.8823,42.4662
11,149.4992,40.7669
12,149.5713,31.4312
13,149.998,32.5852
14,149.4654,44.5597
15,149.4987,47.0828
16,149.7447,47.3657
17,149.4727,41.522
18,149.8299,37.2133
19,149.652,34.549
20,149.8294,37.3451
21,149.476,36.8433
22,150.0222,48.6375
23,149.93,32.8224
24,149.8886,33.5842
25,150.1037,32.8061
26,150.107,45.2686
27,149.6622,48.0151
28,149.8001,40.3968
29,150.0951,39.4642
30,150.0004,34.3731
31,149.8216,44.916
32,149.6158,31.8306
33,149.6085,33.1977
34,149.4071,30.5273
35,149.5005,41.4569
36,149.7597,43.4712
37,149.769,39.4355
38,149.9006,45.0334
39,149.5785,39.7408
40,149.5509,46.9524
41,149.7401,38.7356
42,149.8426,45.3808
43,150.0711,37.0704
44,149.6989,32.2622
45,149.337,37.9132
46,149.3803,40.4378
47,149.9506,42.4051
48,149.3918,36.618
49,149.622,48.8286
50,149.6003,43.686
51,149.6385,47.3017
52,149.6714,47.1182
53,149.7819,39.1926
54,149.8306,39.2104
55,149.5359,41.0944
56,149.2832,43.2509
57,149.7979,44.654
58,149.2953,46.6622
59,149.6195,40.3534
60,149.7432,37.7882
61,149.2912,40.1189
62,149.519,34.9733
63,149.3027,48.8345
64,149.8384,31.9757
65,149.5378,45.2169
66,149.3475,40.7454
67,149.7673,33.9159
68,149.6874,44.7178
69,149.4358,46.5881
70,149.4712,41.8267
71,149.643,43.357
72,149.3618,44.4359
73,149.6732,37.9587
74,149.2634,47.2604
75,149.3421,47.3556
76,149.462,31.3888
77,149.853,44.6546
78,149.8318,32.4109
79,149.2834,43.1393
80,149.8395,45.6748
81,149.4877,33.0366
82,149.3301,46.5577
83,149.6099,44.2367
84,149.7167,30.8729
85,149.2936,43.5949
86,149.3936,46.6527
87,149.6337,38.5387
88,149.1941,35.5094
89,149.5038,35.5574
90,149.3842,32.2738
91,149.1606,37.0709
92,149.2189,34.6832
93,149.7033,32.9443
94,149.3125,31.9335
95,149.6457,39.7286
96,149.7943,34.4654
97,149.5215,45.0616
98,149.215,42.9128
99,149.6103,43.6838
100,149.3633,35.6461
101,149.4483,36.922
102,149.118,39.7806
103,149.1652,48.565
104,149.3097,36.1256
105,149.1727,39.2775
106,149.3516,41.7161
107,149.3363,37.7901
108,149.466,31.9688
109,149.6508,43.9039
110,149.3098,31.9492
111,149.211,37.5013
112,149.3695,36.163
113,149.1031,45.7824
114,149.6951,31.5621
115,149.0776,36.8902
116,149.0774,31.7855
117,148.9828,47.6541
118,149.4295,37.1617
119,149.1178,35.5954
120,149.2919,43.1711
121,149.2578,34.1661
122,149.5961,35.7202
123,149.4614,48.6679
124,149.0193,35.7086
125,148.9813,44.8902
126,149.1383,36.1527
127,149.1172,39.397
128,148.8976,44.8905
129,149.5971,39.7379
130,149.1701,34.641
131,149.1595,37.6483
132,149.0969,39.9216
133,149.1306,32.0288
134,149.1707,43.9729
135,149.2149,36.0416
136,149.2407,31.5059
137,148.8714,48.5316
138,149.1743,35.0702
139,149.4828,36.2315
140,149.0991,34.2887
141,149.4505,43.2412
142,149.075,31.507
143,149.2068,32.661
144,148.7784,44.5869
145,149.213,36.1703
146,148.8236,34.3582
147,148.9903,32.0187
148,149.4177,32.5721
149,148.9888,30.6662
150,148.9061,39.4738
151,149.2931,38.3688
152,148.8202,36.8874
153,149.4074,40.5938
154,149.2108,48.4249
155,148.7179,36.139
156,148.866,42.3977
157,148.9488,39.7261
158,148.9627,40.0726
159,148.8403,39.3994
160,148.8133,37.8348
161,148.7172,38.0546
162,149.1395,35.2053
163,149.3972,30.8288
164,148.7285,35.8219
165,149.3394,45.2318
166,149.3055,38.1474
167,149.3157,38.6095
168,148.848,46.9881
169,149.2701,41.1645
170,149.3372,47.8102
171,148.7755,41.2168
172,149.1878,39.8702
173,149.0586,43.236
174,149.2249,30.9308
175,149.0343,40.8116
176,149.1914,34.0735
177,148.5722,47.5744
178,149.0094,35.007
179,148.7594,41.1787
180,149.1875,47.5074
181,149.1912,32.0194
182,148.5553,45.0994
183,148.8725,44.7156
184,148.9339,47.871
185,149.0329,48.0222
186,149.085,42.3443
187,148.7389,45.9539
188,149.1061,46.8573
189,148.7156,38.2962
190,149.1001,43.0111
191,148.6803,46.8774
192,148.6389,34.069
193,148.5264,32.4592
194,148.7726,45.1949
195,148.8063,44.6768
196,148.9069,45.941
197,148.8509,48.7166
198,149.0641,42.6114
199,148.8385,47.1048
200,148.9522,47.7742
201,148.6727,40.4202
202,148.5259,40.4236
203,148.9307,38.2534
204,148.6919,33.8746
205,148.9668,37.0403
206,148.5671,38.2368
207,148.4418,46.9065
208,148.6727,32.856
209,149.0075,48.1212
210,148.6449,43.6108
211,148.4116,32.1259
212,149.0526,42.3733
213,148.8684,47.5308
214,148.8569,43.3738
215,148.7807,35.7161
216,148.9538,44.7251
217,148.8297,43.6943
218,148.424,33.8846
219,148.615,46.7036
220,148.6922,41.8869
221,148.8116,44.1507
222,148.6782,32.0919
223,148.6098,46.1172
224,148.875,44.2554
225,148.2497,48.4889
226,148.6546,41.7001
227,148.6765,30.854
228,148.5351,47.5892
229,148.5414,32.6669
230,148.4435,47.535
231,148.8098,46.5901
232,148.3384,35.4665
233,148.7488,36.56
234,148.8803,41.538
235,148.4845,44.488
236,148.2904,45.1133
237,148.5473,34.5106
238,148.7869,37.0691
239,148.8553,31.3522
240,148.37,43.6633
241,148.4269,43.3949
242,148.7183,41.5198
243,148.8282,34.5895
244,148.2727,40.0858
245,148.1786,46.7612
246,148.4828,38.8693
247,148.8192,46.6912
248,148.3861,32.0916
249,148.6027,47.7945
250,148.7115,40.0742
251,148.0558,43.3153
252,148.0498,45.7215
253,148.1588,45.7404
254,148.5958,33.275
255,148.2516,41.8746
256,148.3499,47.5796
257,148.697,45.2187
258,148.3004,41.565
259,148.3035,30.117
260,148.5656,33.1383
261,148.3323,39.5558
262,148.0349,47.1635
263,148.0959,48.0937
264,148.2564,46.5616
265,148.2038,45.0124
266,148.5805,43.8388
267,148.4482,31.957
268,148.4138,44.0693
269,148.1078,38.0668
270,148.5994,42.3386
271,148.6332,46.3544
272,148.0325,33.0211
273,148.3758,33.7378
